719.074	1573
720.467	1591
721.860	1580
723.253	1594
724.645	1583
726.038	1589
727.429	1585
728.821	1594
730.212	1576
731.603	1561
732.994	1587
734.384	1590
735.774	1593
737.164	1573
738.554	1588
739.943	1599
741.332	1576
742.721	1599
744.109	1587
745.497	1578
746.885	1604
748.272	1590
749.659	1591
751.046	1567
752.433	1598
753.819	1573
755.205	1596
756.591	1580
757.976	1610
759.361	1601
760.746	1605
762.130	1588
763.514	1592
764.898	1584
766.282	1590
767.665	1608
769.048	1588
770.431	1594
771.813	1576
773.195	1569
774.577	1593
775.959	1584
777.340	1582
778.721	1581
780.102	1586
781.482	1601
782.862	1586
784.242	1591
785.621	1565
787.000	1586
788.379	1594
789.758	1594
791.136	1592
792.514	1590
793.892	1593
795.269	1590
796.646	1602
798.023	1578
799.399	1588
800.776	1584
802.152	1595
803.527	1576
804.902	1601
806.278	1589
807.652	1590
809.027	1596
810.401	1607
811.775	1589
813.148	1594
814.521	1599
815.894	1602
817.267	1573
818.639	1589
820.011	1598
821.383	1581
822.755	1576
824.126	1593
825.497	1608
826.867	1578
828.238	1598
829.608	1597
830.977	1564
832.347	1582
833.716	1586
835.085	1586
836.453	1567
837.821	1592
839.189	1573
840.557	1597
841.924	1590
843.291	1600
844.658	1617
846.024	1578
847.391	1584
848.756	1568
850.122	1609
851.487	1612
852.852	1594
854.217	1584
855.581	1585
856.945	1587
858.309	1593
859.673	1601
861.036	1579
862.399	1593
863.761	1592
865.124	1594
866.486	1591
867.847	1597
869.209	1611
870.570	1587
871.931	1605
873.291	1610
874.651	1607
876.011	1587
877.371	1603
878.730	1609
880.089	1622
881.448	1591
882.807	1622
884.165	1602
885.523	1584
886.880	1602
888.238	1604
889.595	1628
890.951	1625
892.308	1616
893.664	1630
895.019	1627
896.375	1623
897.730	1597
899.085	1601
900.440	1618
901.794	1623
903.148	1618
904.502	1621
905.855	1631
907.208	1607
908.561	1603
909.914	1615
911.266	1598
912.618	1593
913.970	1615
915.321	1622
916.672	1615
918.023	1600
919.373	1595
920.723	1592
922.073	1627
923.423	1613
924.772	1641
926.121	1629
927.470	1600
928.818	1621
930.166	1592
931.514	1594
932.862	1606
934.209	1622
935.556	1603
936.903	1592
938.249	1603
939.595	1622
940.941	1612
942.286	1611
943.631	1618
944.976	1605
946.321	1615
947.665	1613
949.009	1591
950.353	1612
951.696	1623
953.039	1611
954.382	1620
955.724	1597
957.067	1609
958.408	1626
959.750	1612
961.091	1611
962.432	1594
963.773	1596
965.113	1610
966.454	1607
967.793	1635
969.133	1617
970.472	1632
971.811	1582
973.150	1611
974.488	1610
975.826	1610
977.164	1617
978.501	1628
979.839	1616
981.175	1613
982.512	1599
983.848	1599
985.184	1607
986.520	1606
987.855	1627
989.191	1610
990.525	1614
991.860	1612
993.194	1611
994.528	1608
995.862	1602
997.195	1593
998.528	1613
999.861	1609
1001.193	1601
1002.525	1604
1003.857	1604
1005.189	1629
1006.520	1579
1007.851	1605
1009.181	1625
1010.512	1602
1011.842	1614
1013.172	1639
1014.501	1595
1015.830	1608
1017.159	1636
1018.488	1610
1019.816	1620
1021.144	1618
1022.472	1643
1023.799	1608
1025.126	1626
1026.453	1636
1027.780	1618
1029.106	1622
1030.432	1614
1031.758	1625
1033.083	1610
1034.408	1614
1035.733	1613
1037.057	1623
1038.381	1618
1039.705	1631
1041.029	1618
1042.352	1634
1043.675	1614
1044.998	1613
1046.320	1617
1047.642	1624
1048.964	1624
1050.285	1622
1051.607	1642
1052.927	1601
1054.248	1625
1055.568	1638
1056.888	1630
1058.208	1643
1059.528	1629
1060.847	1651
1062.166	1623
1063.484	1648
1064.802	1642
1066.120	1616
1067.438	1629
1068.755	1622
1070.072	1635
1071.389	1633
1072.706	1648
1074.022	1612
1075.338	1599
1076.653	1645
1077.968	1650
1079.283	1644
1080.598	1640
1081.913	1629
1083.227	1625
1084.540	1642
1085.854	1633
1087.167	1612
1088.480	1638
1089.793	1635
1091.105	1627
1092.417	1659
1093.729	1616
1095.040	1648
1096.351	1645
1097.662	1667
1098.973	1635
1100.283	1656
1101.593	1644
1102.903	1652
1104.212	1652
1105.521	1664
1106.830	1667
1108.138	1658
1109.447	1659
1110.754	1652
1112.062	1655
1113.369	1666
1114.676	1683
1115.983	1659
1117.290	1653
1118.596	1676
1119.901	1674
1121.207	1671
1122.512	1662
1123.817	1640
1125.122	1673
1126.426	1654
1127.730	1686
1129.034	1665
1130.337	1636
1131.641	1694
1132.943	1668
1134.246	1667
1135.548	1661
1136.850	1675
1138.152	1676
1139.453	1674
1140.754	1686
1142.055	1685
1143.356	1670
1144.656	1682
1145.956	1681
1147.255	1664
1148.555	1668
1149.854	1690
1151.152	1700
1152.451	1663
1153.749	1691
1155.047	1716
1156.344	1689
1157.642	1691
1158.939	1704
1160.235	1711
1161.532	1678
1162.828	1677
1164.123	1702
1165.419	1676
1166.714	1701
1168.009	1713
1169.304	1720
1170.598	1740
1171.892	1686
1173.186	1698
1174.479	1707
1175.772	1702
1177.065	1707
1178.357	1708
1179.650	1715
1180.942	1707
1182.233	1708
1183.525	1694
1184.816	1702
1186.106	1693
1187.397	1704
1188.687	1685
1189.977	1713
1191.266	1695
1192.556	1707
1193.845	1698
1195.133	1722
1196.422	1720
1197.710	1709
1198.997	1715
1200.285	1737
1201.572	1706
1202.859	1747
1204.146	1725
1205.432	1725
1206.718	1729
1208.004	1725
1209.289	1730
1210.574	1735
